token,dur_ns
330,57047660
331,57036939
332,57002731
333,56963849
334,56964938
335,57079885
336,57097165
337,57150127
338,57036203
339,56989451
340,56961609
341,57725119
342,57126638
343,57041483
344,57050284
345,56981930
346,57173392
347,57051116
348,57023531
349,57032299
350,56973322
351,57038828
352,56983050
353,57024011
354,57073389
355,57636092
356,57109870
357,57012714
358,57599420
359,57098989
360,57075053
361,57031659
362,57041964
363,57007466
364,57075341
365,57045228
366,57001003
367,57033515
368,56938345
369,57025163
370,57003915
371,56963401
372,57073357
373,57094125
374,57032748
375,56988266
376,57591099
377,57184719
378,57026796
379,57012267
380,56985226
381,56998314
382,57116174
383,57031755
384,56997451
385,56978506
386,57037547
387,56993515
388,56975658
389,56989162
390,57068108
391,57095790
392,56981194
393,57585690
394,57040748
395,57054956
396,57025164
397,56995050
398,62501859
399,59765495
400,57613756
401,57412214
402,57376949
403,57338931
404,57418199
405,57370996
406,57347541
407,57367444
408,57532602
409,57408758
410,57333299
411,58036136
412,57441878
413,57370773
414,57404150
415,57353076
416,57374261
417,57418390
418,57375541
419,57358805
420,57344308
421,57376405
422,57355860
423,57401462
424,57369845
425,57451991
426,57537785
427,57361909
428,57974405
429,57413526
430,57406742
431,57426423
432,57380085
433,57416598
434,57463479
435,57695998
436,57372309
437,57388373
438,57380949
439,57434263
440,57357172
441,57341108
442,57383606
443,57468055
444,57489752
445,58059848
446,57445975
447,57571354
448,57354485
449,57404533
450,57355285
451,57367989
452,57360948
453,57526425
454,57398614
455,57353460
456,57441015
457,57365909
458,57367732
459,57406870
460,57365557
461,57494872
462,57428471
463,57990502
464,57469527
465,57406070
466,57445431
467,57397461
468,57400022
469,57347604
470,57371541
471,57482744
472,57404086
473,57382229
474,57377109
475,57370005
476,57357140
477,57336500
478,57330132
479,57457719
480,58158507
481,57484632
482,57432598
483,57408566
484,57399062
485,57375701
486,57365268
487,57361461
488,57362292
489,57496793
490,57390293
491,57432983
492,57390645
493,57336308
494,57389621
495,57383669
496,57355701
497,57469879
498,58092393
499,57418454
