token,dur_ns
372,27955125
373,27980885
374,27977269
375,27977013
376,27967221
377,27955317
378,27965269
379,27956276
380,27970165
381,27964021
382,27952501
383,27969077
384,27960117
385,27962933
386,27979349
387,27972853
388,27975542
389,27977749
390,27959541
391,27964341
392,27980789
393,27950357
394,28008022
395,28006870
396,27974997
397,27967989
398,32245493
399,29209169
400,28124601
401,28076631
402,28083512
403,28080567
404,28048023
405,28056631
406,28181946
407,28075160
408,28067383
409,28048247
410,28074615
411,28061495
412,28041463
413,28052407
414,28028471
415,28025334
416,28053463
417,28032247
418,28042039
419,28074680
420,28040503
421,28060951
422,28057015
423,28040151
424,28048471
425,28056567
426,28049560
427,28063063
428,28026231
429,28034550
430,28080312
431,28041207
432,28092920
433,28054231
434,28030103
435,28049751
436,28046007
437,28052151
438,28056567
439,28054040
440,28053943
441,28118969
442,28075479
443,28075192
444,28073912
445,28043254
446,28056120
447,28060183
448,28074104
449,28048599
450,28052023
451,28038807
452,28057912
453,28044919
454,28059544
455,28055447
456,28041879
457,28060376
458,28044663
459,28086136
460,28035223
461,28054104
462,28049847
463,28064824
464,28055735
465,28052887
466,28074936
467,28039063
468,28077656
469,28054520
470,28078360
471,28057239
472,28072056
473,28056536
474,28066327
475,28104601
476,28092184
477,28196955
478,28108920
479,28063736
480,28080568
481,28077368
482,28055863
483,28079480
484,28063352
485,28056408
486,28036599
487,28046584
488,28063927
489,28050872
490,28057752
491,28057783
492,28040632
493,28027159
494,28041975
495,28054104
496,28051799
497,28035928
498,28062967
499,28064376
